Number,Content
Sentence 218,"figure 23. daemon_get_killed_process thread function fetches and decodes the kill_cfg data from the remote url
"
Sentence 219,"
ddos attack thread pool
the malware calls sysconf(_sc_nprocessors_conf) to fetch the number of processors in the device."
Sentence 220,it then creates threads with twice the number of processors found on the device.
Sentence 221,invoking each thread internally calls the thread routine threadwork.
Sentence 222,"using the global variable “g_stop” and commands received from the c2 server, threadwork then sends crafted packets 65,535 times to perform a ddos attack."
Sentence 223,"command	function	job
0x4	fix_syn  	syn flood attack
0x5	fix_dns  	dns attack
0xa	fix_ack  	ack flood attack
"
Sentence 224,"
defending against linux platform threats
xorddos’ modular nature provides attackers with a versatile trojan capable of infecting a variety of linux system architectures."
Sentence 225,its ssh brute force attacks are a relatively simple yet effective technique for gaining root access over a number of potential targets.
Sentence 226,"adept at stealing sensitive data, installing a rootkit device, using various evasion and persistence mechanisms, and performing ddos attacks, xorddos enables adversaries to create potentially significant disruptions on target systems."
Sentence 227,"moreover, xorddos may be used to bring in other dangerous threats or to provide a vector for follow-on activities."
Sentence 228,xorddos and other threats targeting linux devices emphasize how crucial it is to have security solutions with comprehensive capabilities and complete visibility spanning numerous distributions of linux operating systems.
Sentence 229,microsoft defender for endpoint offers such visibility and protection to catch these emerging threats with its next-generation antimalware and endpoint detection and response (edr) capabilities.
Sentence 230,"leveraging threat intelligence from integrated threat data, including client and cloud heuristics, machine learning models, memory scanning, and behavioral monitoring, microsoft defender for endpoint can detect and remediate xorddos and its multi-stage, modular attacks."
Sentence 231,"this includes detecting and protecting against its use of a malicious shell script for initial access, its drop-and-execution of binaries from a world-writable location, and any potential follow-on activities on endpoints."
Sentence 232,"defenders can apply the following mitigations to reduce the impact of this threat:

encourage the use of microsoft edge—available on linux and various platforms—or other web browsers that support microsoft defender smartscreen, which identifies and blocks malicious websites, including phishing sites, scam sites, and sites that contain exploits and host malware."
Sentence 233,use device discovery to find unmanaged linux devices on your network and onboard them to microsoft defender for endpoint.
Sentence 234,turn on cloud-delivered protection in microsoft defender antivirus or the equivalent for your antivirus product to use cloud-based machine learning protections that can block a huge majority of new and unknown variants.
Sentence 235,"run edr in block mode so that microsoft defender for endpoint can block malicious artifacts, even when your non-microsoft antivirus doesn’t detect the threat or when microsoft defender antivirus is running in passive mode."
Sentence 236,enable network protection to prevent applications or users from accessing malicious domains and other malicious content on the internet.
Sentence 237,"enable investigation and remediation in full automated mode to allow microsoft defender for endpoint to take immediate action on alerts to resolve breaches, significantly reducing alert volume."
Sentence 238,"as threats across all platforms continue to grow in number and sophistication, security solutions must be capable of providing advanced protection on a wide range of devices, regardless of the operating system in use."
Sentence 239,"organizations will continue to face threats from a variety of entry points across devices, so microsoft continues to heavily invest in protecting all the major platforms and providing extensive capabilities that organizations needed to protect their networks and systems."
Sentence 240,"detection details
microsoft defender for endpoint detects and blocks xorddos’s installer script and rootkit binary as the following malware:

dos:linux/xorddos.a
dos:linux/xorddos!rfn
trojan:linux/xorddos
trojan:linux/xorddos.aa
trojan:linux/xorddos!rfn
behavior:linux/xorddos.a
backdoor:linux/xorddosrootkit.a
trojan:sh/xorddosinstaller.a
when xorddos is detected on a device, microsoft 365 defender raises an alert, which shows the complete attack chain, including the process tree, file information, user information, and prevention details."
Sentence 241,screenshot of the microsoft 365 defender alert upon detection of xorddos malware in an environment.
Sentence 242,"defending against loft 365 defender alert for detection of xorddos malware
"
Sentence 243,"
the timeline view displays all of the detection and prevention events associated with xorddos, providing details such as the mitre att&ck techniques and tactics, remediation status, and event entities graph."
Sentence 244,screenshot of the microsoft 365 defender timeline showing where the malicious .elf file was run and the succeeding remediation of the dropped binaries.
Sentence 245,"figure 25. microsoft 365 defender timeline displaying that hflggwyfsc.elf was run from a world-writable directory and the remediation of dropped binaries
"
Sentence 246,"
events with the following titles indicate threat activity related to xorddos:

the content of libudev.so was collected into libudev.so.6
bash process performed system information discovery by invoking ifconfig
gcc.sh was executed after being dropped by hflggwyfsc.elf
a shell command was executed by crond
suid/sgid process unix_chkpwd executed
screenshot of the microsoft 365 defender timeline showing the alert where a suspicious shell command run by crond was dropped from the malicious .elf."
Sentence 247,"figure 26. microsoft 365 defender timeline with an event on a suspicious shell command run by crond after it was dropped from hflggwyfsc.elf
hunting queries
to locate malicious activity related to xorddos activity, run the following advanced hunting queries in microsoft 365 defender or microsoft defender security center:

failed sign-ins

devicelogonevents
| where initiatingprocessfilename == sshd
    and actiontype == logonfailed
| summarize count() by dayofyear = datetime_part(dayofyear, timestamp)
| sort by dayofyear 
| render linechart
creation of the xorddos-specific dropped files

devicefileevents
| extend fullpath=strcat(folderpath, filename)
| where fullpath in (/etc/cron.hourly/gcc.sh, /lib/libudev.so.6, /lib/libudev.so, /var/run/gcc.pid)
command-line of malicious process

deviceprocessevents
| where processcommandline contains cat resolv.conf
"
Sentence 248,"
indicators
"
Sentence 249,"
file information
file name:	hflggwyfsc.elf
file size:	611.22 kb (625889 bytes)
classification:	dos:linux/xorddos.a
md5:	2dc6225a9d104a950fb33a74da262b93
sha1:	f05194fb2b3978611b99cfbf5e5f1dd44cd5e04b
sha256:	f2df54eb827f3c733d481ebb167a5bc77c5ae39a6bda7f340bb23b24dc9a4432
file type:	elf 32-bit lsb executable, intel 80386, version 1 (sysv), statically linked, for gnu/linux 2.6.9, not stripped
first submission in vt:	2022-01-25 05:32:10 utc
"
Sentence 250,"
dropped files
dropped file path	file type	sha-256
/etc/init.d/hflggwyfsc.elf	shell script	6e506f32c6fb7b5d342d1382989ab191c6f21c2d311251d8f623814f468952cf
/etc/cron.hourly/gcc.sh	shell script	cbb72e542e8f19240130fc9381c2351730d437d42926c6e68e056907c8456459
/lib/libudev.so	elf	f2df54eb827f3c733d481ebb167a5bc77c5ae39a6bda7f340bb23b24dc9a4432
/run/gcc.pid	text	932feef3ab6fccb3502f900619b1f87e1cb44a7adab48f2c927ecdd67ff6830a
/usr/bin/djtctpzfdq	elf	53f062a93cf19aeaa2f8481b32118a31b658a126624abb8a7d82237884f0a394
/usr/bin/dmpyuitfoq	elf	798577202477c0c233d4af51c4d8fb2f574ddb3c9d1d90325d359a84cb1bd51c
/usr/bin/fdinprytpq	elf	2b4500987d50a24ba5c118f506f2507362d6b5c63c80b1984b4ae86641779ff3
/usr/bin/jwvwvxoupv	elf	359c41da1cbae573d2c99f7da9eeb03df135f018f6c660b4e44fbd2b4ddecd39
/usr/bin/kagbjahdic	elf	e6c7eee304dfc29b19012ef6d31848c0b5bb07362691e4e9633c8581f1c2d65b
/usr/bin/kkldnszwvq	elf	ef0a4c12d98dc0ad4db86aadd641389c7219f57f15642ed35b4443daf3ff8c1e
/usr/bin/kndmhuqmah	elf	b5fba27a8e457c1ab6573c378171f057d151dc615d6a8d339195716fa9ac277a
/usr/bin/qkxqoelrfa	elf	d71ea3b98286d39a711b626f687f0d3fc852c3e3a05de3f51450fb8f7bd2b0d7
/usr/bin/sykhrxsazz	elf	9d6f115f31ee71089cc85b18852974e349c68fad3276145dafd0076951f32489
/usr/bin/tcnszvmpqn	elf	360a6258dd66a3ba595a93896d9b55d22406d02e5c02100e5a18382c54e7d5cd
/usr/bin/zalkpggsgh	elf	dc2b1cee161ebe90be68561755d99e66f454ad80b27cebe3d4773518ac45cbb7
/usr/bin/zvcarxfquk	elf	175667933088fbebcb62c8450993422ccc876495299173c646779a9e67501ff4
/tmp/bin/3200	elf (rootkit)	c8f761d3ef7cd16ebe41042a0daf901c2fdffce96c8e9e1fa0d422c6e31332ea
installer script	bash script	8be8c950d8701ef1149c547ea3f949ea78394787ad1e19fc0eaa7bd7aeb863c2
/usr/bin/djtctpzfdq	elf	53f062a93cf19aeaa2f8481b32118a31b658a126624abb8a7d82237884f0a394
/usr/bin/jwvwvxoupv	elf	359c41da1cbae573d2c99f7da9eeb03df135f018f6c660b4e44fbd2b4ddecd39
/usr/bin/kkldnszwvq	elf	ef0a4c12d98dc0ad4db86aadd641389c7219f57f15642ed35b4443daf3ff8c1e
/usr/bin/zvcarxfqul	elf (rootkit)	483451dcda78a381cc73474711bf3fcae97bd088f67b5a7e92639df52ef5ef25
/usr/bin/zvzvmpqnv	elf (rootkit)	c8f761d3ef7cd16ebe41042a0daf901c2fdffce96c8e9e1fa0d422c6e31332ea
"
Sentence 251,"
download urls
www.enoan2107.com:3306
www.gzcfr5axf6.com:3306
hxxp://aa.hostasa.org/config.rar
"
Sentence 252,"
ratnesh pandey, yevgeny kulakov, and jonathan bar or
with saurabh swaroop
microsoft 365 defender research team

filed under:
cybersecurity"
