EntityType,ActionType,Source,Syscall,EnVerb,Sentence
PROC,PROC_COMM,man,msgrcv(),send,
PROC,PROC_COMM,man,msgsnd(),operate,
PROC,PROC_COMM,man,msgsnd(),receive,
PROC,PROC_COMM,man,rt_sigqueueinfo(),queue,
PROC,PROC_COMM,man,rt_sigqueueinfo(),send,
PROC,PROC_COMM,man,rt_tgsigqueueinfo(),queue,
PROC,PROC_COMM,man,rt_tgsigqueueinfo(),send,
PROC,PROC_COMM,man,semctl(),control,
PROC,PROC_COMM,man,semop(),operate,
PROC,PROC_COMM,man,semop(),perform,
PROC,PROC_COMM,man,semtimedop(),operate,
PROC,PROC_COMM,man,semtimedop(),perform,
PROC,PROC_COMM,man,signal(),handle,
PROC,PROC_COMM,man,socketcall(),provide,
PROC,PROC_COMM,man,splice(),splice,
PROC,PROC_COMM,man,splice(),move,
PROC,PROC_COMM,man,vmsplice(),splice,
PROC,PROC_EXAM,man,rt_sigaction(),examine,
PROC,PROC_EXAM,man,rt_sigaction(),change,
PROC,PROC_EXAM,man,rt_sigpending(),examine,
PROC,PROC_EXAM,man,rt_sigprocmask(),examine,
PROC,PROC_EXAM,man,rt_sigprocmask(),fetch,
PROC,PROC_EXAM,man,rt_sigprocmask(),change,
PROC,PROC_EXAM,man,sigaction(),examine,
PROC,PROC_EXAM,man,sigaction(),change,
PROC,PROC_EXAM,man,sigpending(),examine,
PROC,PROC_EXAM,man,sigprocmask(),examine,
PROC,PROC_EXAM,man,sigprocmask(),fetch,
PROC,PROC_EXAM,man,sigprocmask(),change,
PROC,PROC_EXE,man,clone(),create,
PROC,PROC_EXE,Mirai.Impera,clone(),use,Mirai uses a brute force technique for guessing passwords a.k.a. dictionary attacks based on the following list:
PROC,PROC_EXE,Xorddos.Intezer,clone(),call,RedXOR uses an open-source LKM rootkit called “Adore-ng” to hide its process.
PROC,PROC_EXE,Dofloo.Mal,clone(),spawn,"We'll see 3 thread will be spawned, which using ""/dev/null"" as value, this is typical MO for most types of AES.DDoS'ers we saw."
PROC,PROC_EXE,Mirai.Mal,clone(),fork,Then this main process will exit here. and forked to new process PID (note: If you go this far means the malware can infect your system).
PROC,PROC_EXE,Xorddos.Micro,clone(),perform,method involves running a bash script that performs the following activities via the command line:
PROC,PROC_EXE,Tsunami.Cado,clone(),install,And the kinsing malware itself was installed at /etc/kinsing
PROC,PROC_EXE,Tsunami.Aquasec,clone(),add,SSH brute-force tool – the attacker added a new tool called hxx (md5=f0551696774f66ad3485445d9e3f7214)
PROC,PROC_EXE,Xorddos.Micro,clone(),start,The commands chkconfig –add <service_name> and update-rc.d then add a service that starts the daemon process at boot.
PROC,PROC_EXE,man,execve(),execute,
PROC,PROC_EXE,Dofloo.Syscall,execve(),use,the malware constructs a shell command and then uses the system function to execute them
PROC,PROC_EXE,Dofloo.Mal,execve(),call,This is the function to be called when performing DoS by HTTP
PROC,PROC_EXE,Xorddos.Intezer,execve(),spawn,"In the new spawned shell, the malware executes python -c “import pty;pty.spawn(‘/bin/sh’)” to get a pseudo-terminal (pty) interface."
PROC,PROC_EXE,Dofloo.Syscall,execve(),fork,The process then forks itself and breaks away from its parent by calling setsid(..).
PROC,PROC_EXE,Xorddos.Intezer,execve(),perform,The JSESSIONID value holds the command ID for the job the C2 wants the malware to perform.
PROC,PROC_EXE,Dofloo.Security,execve(),install,"we saw that an attacker was able to exploit CVE-2019-3396 to infect machines with the AESDDoS botnet malware.” reads the analysis published by Trend Micro. “A shell command was remotely executed to download and execute a malicious shell script (Trojan.SH.LODEX.J), which in turn downloaded another shell script (Trojan.SH.DOGOLOAD.J) that finally installed the AESDDoS botnet malware on the affected system."
PROC,PROC_EXE,Dofloo.Syscall,execve(),add,Persistence is achieved by the malware by adding to /etc/rc.local
PROC,PROC_EXE,Mirai.Mal,execve(),start,bind it to the specific port (not random) TCP/48101 from localhost IP address 127.0.0.1 and then starting to listen to the incoming connection:
PROC,PROC_EXE,man,execveat(),execute,
PROC,PROC_EXE,man,fork(),create,
PROC,PROC_EXE,Mirai.Impera,fork(),use,Mirai uses a brute force technique for guessing passwords a.k.a. dictionary attacks based on the following list:
PROC,PROC_EXE,Xorddos.Intezer,fork(),call,RedXOR uses an open-source LKM rootkit called “Adore-ng” to hide its process.
PROC,PROC_EXE,Dofloo.Mal,fork(),spawn,"We'll see 3 thread will be spawned, which using ""/dev/null"" as value, this is typical MO for most types of AES.DDoS'ers we saw."
PROC,PROC_EXE,Mirai.Mal,fork(),fork,Then this main process will exit here. and forked to new process PID (note: If you go this far means the malware can infect your system).
PROC,PROC_EXE,Xorddos.Micro,fork(),perform,method involves running a bash script that performs the following activities via the command line:
PROC,PROC_EXE,Tsunami.Cado,fork(),install,And the kinsing malware itself was installed at /etc/kinsing
PROC,PROC_EXE,Tsunami.Aquasec,fork(),add,SSH brute-force tool – the attacker added a new tool called hxx (md5=f0551696774f66ad3485445d9e3f7214)
PROC,PROC_EXE,Xorddos.Micro,fork(),start,The commands chkconfig –add <service_name> and update-rc.d then add a service that starts the daemon process at boot.
PROC,PROC_EXE,man,nfsservctl(),provide,
PROC,PROC_EXE,man,personality(),set,
PROC,PROC_EXE,man,restart_syscall(),restart,
PROC,PROC_EXE,man,syscall(),invoke,
PROC,PROC_EXE,man,unshare(),disassociate,
PROC,PROC_EXE,man,vfork(),block,
PROC,PROC_EXE,man,vfork(),create,
PROC,PROC_EXE,Mirai.Impera,vfork(),use,Mirai uses a brute force technique for guessing passwords a.k.a. dictionary attacks based on the following list:
PROC,PROC_EXE,Xorddos.Intezer,vfork(),call,RedXOR uses an open-source LKM rootkit called “Adore-ng” to hide its process.
PROC,PROC_EXE,Dofloo.Mal,vfork(),spawn,"We'll see 3 thread will be spawned, which using ""/dev/null"" as value, this is typical MO for most types of AES.DDoS'ers we saw."
PROC,PROC_EXE,Mirai.Mal,vfork(),fork,Then this main process will exit here. and forked to new process PID (note: If you go this far means the malware can infect your system).
PROC,PROC_EXE,Xorddos.Micro,vfork(),perform,method involves running a bash script that performs the following activities via the command line:
PROC,PROC_EXE,Tsunami.Cado,vfork(),install,And the kinsing malware itself was installed at /etc/kinsing
PROC,PROC_EXE,Tsunami.Aquasec,vfork(),add,SSH brute-force tool – the attacker added a new tool called hxx (md5=f0551696774f66ad3485445d9e3f7214)
PROC,PROC_EXE,Xorddos.Micro,vfork(),start,The commands chkconfig –add <service_name> and update-rc.d then add a service that starts the daemon process at boot.
PROC,PROC_EXE,man,vhangup(),arrange,
PROC,PROC_EXE,man,vhangup(),hangup,
PROC,PROC_GET,man,getrandom(),obtain,
PROC,PROC_GET,man,getrandom(),fill,
PROC,PROC_GET,man,query_module(),request,
PROC,PROC_GET,man,query_module(),query,
PROC,PROC_GET,man,rt_sigreturn(),return,
PROC,PROC_GET,man,sched_rr_get_interval(),get,
PROC,PROC_GET,man,sched_rr_get_interval(),write into,
PROC,PROC_GET,man,sigreturn(),return,
PROC,PROC_GET,man,timer_getoverrun(),get,
PROC,PROC_KILL,man,exit(),terminate,
PROC,PROC_KILL,man,exit_group(),exit,
PROC,PROC_KILL,Tsunami.Trend,exit_group(),kill,Kill all current packeting.
PROC,PROC_KILL,Tsunami.Aquasec,exit_group(),end,"this fallback function also checks if cron, crond, and atd are active. if the first two work, then the function ends."
PROC,PROC_KILL,man,kill(),send signal,
PROC,PROC_KILL,Tsunami.Unit42,kill(),kill,"It then kills all Telnet and SSH related processes, and connects with a C2 server to receive further commands."
PROC,PROC_KILL,Tsunami.Aquasec,kill(),end,"this fallback function also checks if cron, crond, and atd are active. if the first two work, then the function ends."
PROC,PROC_KILL,man,tgkill(),send,
PROC,PROC_KILL,man,tkill(),send,
PROC,PROC_LOAD,man,delete_module(),unload,
PROC,PROC_LOAD,man,delete_module(),remove,
PROC,PROC_LOAD,man,finit_module(),load,
PROC,PROC_LOAD,man,init_module(),load,
PROC,PROC_LOAD,man,uselib(),load,
PROC,PROC_OTHER,man,bdflush(),start,
PROC,PROC_OTHER,man,bdflush(),flush,
PROC,PROC_OTHER,man,bdflush(),tune,
PROC,PROC_OTHER,man,bpf(),perform,
PROC,PROC_OTHER,man,cacheflush(),flush,
PROC,PROC_OTHER,man,create_module(),create,
PROC,PROC_OTHER,man,kcmp(),compare,
PROC,PROC_OTHER,man,kcmp(),check,
PROC,PROC_OTHER,man,migrate_pages(),move,
PROC,PROC_OTHER,man,mincore(),determine,
PROC,PROC_OTHER,man,move_pages(),move,
PROC,PROC_OTHER,man,nanosleep(),suspend,
PROC,PROC_OTHER,man,nanosleep(),sleep,
PROC,PROC_OTHER,Xorddos.Intezer,nanosleep(),sleep,The malware sleeps and tries to obtain the lock on the file again when it wakes up.
PROC,PROC_OTHER,man,pkey_alloc(),allocate,
PROC,PROC_OTHER,man,pkey_free(),free,
PROC,PROC_OTHER,man,prctl(),operate,
PROC,PROC_OTHER,man,process_vm_readv(),transfer,
PROC,PROC_OTHER,man,process_vm_writev(),transfer,
PROC,PROC_OTHER,man,reboot(),enable,
PROC,PROC_OTHER,man,reboot(),disable,
PROC,PROC_OTHER,man,reboot(),reboot,
PROC,PROC_OTHER,man,sched_yield(),yield,
PROC,PROC_OTHER,man,sched_yield(),cause,
PROC,PROC_OTHER,man,seccomp(),operate on,
PROC,PROC_OTHER,man,timer_create(),create,
PROC,PROC_OTHER,man,timer_delete(),delete,
PROC,PROC_OTHER,man,timer_gettime(),fetch,
PROC,PROC_OTHER,man,vm86(),enter,
PROC,PROC_SET,man,alarm(),arrange for,
PROC,PROC_SET,man,alarm(),set,
PROC,PROC_SET,man,capget(),get,
PROC,PROC_SET,man,capset(),set,
PROC,PROC_SET,man,get_robust_list(),get,
PROC,PROC_SET,man,get_thread_area(),manipulate,
PROC,PROC_SET,man,get_thread_area(),store,
PROC,PROC_SET,man,getitimer(),get,
PROC,PROC_SET,man,getitimer(),place,
PROC,PROC_SET,man,ioprio_get(),get,
PROC,PROC_SET,man,ioprio_set(),set,
PROC,PROC_SET,man,nice(),change,
PROC,PROC_SET,man,sched_getaffinity(),write,
PROC,PROC_SET,man,sched_getaffinity(),get,
PROC,PROC_SET,man,sched_getattr(),get,
PROC,PROC_SET,man,sched_getattr(),fetch,
PROC,PROC_SET,man,sched_getparam(),get,
PROC,PROC_SET,man,sched_getparam(),retrieve,
PROC,PROC_SET,man,sched_getscheduler(),get,
PROC,PROC_SET,man,sched_setaffinity(),set,
PROC,PROC_SET,man,sched_setattr(),set,
PROC,PROC_SET,man,sched_setparam(),set,
PROC,PROC_SET,man,sched_setscheduler(),set,
PROC,PROC_SET,man,setitimer(),set,
PROC,PROC_SET,man,setns(),reassociate,
PROC,PROC_SET,man,sgetmask(),manipulate,
PROC,PROC_SET,man,sigaltstack(),set,
PROC,PROC_SET,man,sigaltstack(),get,
PROC,PROC_SET,man,sigaltstack(),retrieve,
PROC,PROC_SET,man,sigaltstack(),define,
PROC,PROC_SET,man,ssetmask(),set,
PROC,PROC_SET,man,ssetmask(),manipulate,
PROC,PROC_SET,man,timer_settime(),disarm,
PROC,PROC_SET,man,timer_settime(),arm,
PROC,PROC_TRACE,man,ptrace(),control,
PROC,PROC_TRACE,man,ptrace(),change,
PROC,PROC_TRACE,man,ptrace(),observe,
PROC,PROC_TRACE,man,ptrace(),examine,
PROC,PROC_TRACE,man,ptrace(),trace,
PROC,PROC_WAIT,man,clock_nanosleep(),suspend,
PROC,PROC_WAIT,man,clock_nanosleep(),sleep,
PROC,PROC_WAIT,man,idle(),lower,
PROC,PROC_WAIT,man,idle(),make,
PROC,PROC_WAIT,man,idle(),mark,
PROC,PROC_WAIT,man,idle(),enter,
PROC,PROC_WAIT,man,pause(),wait for,
PROC,PROC_WAIT,man,rt_sigsuspend(),wait for,
PROC,PROC_WAIT,man,rt_sigtimedwait(),wait for,
PROC,PROC_WAIT,man,sigsuspend(),wait for,
PROC,PROC_WAIT,man,sigsuspend(),replace,
PROC,PROC_WAIT,man,sigsuspend(),suspend,
PROC,PROC_WAIT,man,wait4(),wait for,
PROC,PROC_WAIT,man,waitid(),wait for,
PROC,PROC_WAIT,man,waitpid(),wait for,
TIME,TIME_GET,man,clock_getres(),get,
TIME,TIME_GET,man,clock_gettime(),set,
TIME,TIME_GET,man,clock_gettime(),get,
TIME,TIME_GET,man,ftime(),return,
TIME,TIME_GET,man,gettimeofday(),get,
TIME,TIME_GET,man,profil(),find out,
TIME,TIME_GET,man,profil(),execute,
TIME,TIME_GET,man,time(),get,
TIME,TIME_GET,man,times(),get,
TIME,TIME_SET,man,adjtimex(),tune,
TIME,TIME_SET,man,clock_adjtime(),tune,
TIME,TIME_SET,man,clock_settime(),set,
TIME,TIME_SET,man,clock_settime(),retrieve,
TIME,TIME_SET,man,settimeofday(),set,
TIME,TIME_SET,man,stime(),set,
